Student_ID_random,Course_ID,time,Concentration,Cluster,Academic_year,Period
1438,SKI2084,20142,NA,Skills,2014-2015,2
1177,SAE0003,20084,NA,NA,2008-2009,4
68,SSC1001,20111,NA,NA,2011-2012,1
2502,SSC1025,20084,SSC,Governance,2008-2009,4
498,LAN2000,20174,NA,NA,2017-2018,4
435,PRO2003,20166,NA,Skills,2016-2017,6
2443,SSC2024,20162,SSC,International Law,2016-2017,2
362,CAP3000,20114,NA,NA,2011-2012,4
2107,SKI1005,20125,NA,Methods,2012-2013,5
230,HUM1011,20161,HUM,Cultural Studies,2016-2017,1
1837,SSC2012,20085,NA,NA,2008-2009,5
1429,COR1002,20175,NA,Philosophy,2017-2018,5
888,HUM3034,20104,HUM,History,2010-2011,4
1638,SSC3040,20105,SSC,Sociology,2010-2011,5
2436,SCI1016,20082,SCI,Globalization & SD,2008-2009,2
877,SSC2037,20164,SSC,Int. Relations,2016-2017,4
1227,COR1004,20085,NA,Philosophy,2008-2009,5
689,HUM1007,20142,HUM,Philosophy,2014-2015,2
1181,SSC3019,20171,SSC,Psychology,2017-2018,1
905,SCI1010,20151,SCI,Mathematics,2015-2016,1
2019,SKI1005,20155,NA,Methods,2015-2016,5
1202,SSC3040,20095,SSC,Sociology,2009-2010,5
464,SCI1016,20162,SCI,Globalization & SD,2016-2017,2
2506,SSC3017,20174,SSC,Business,2017-2018,4
1633,PRO1010,20173,NA,Skills,2017-2018,3
1460,HUM2003,20121,HUM,Sociology,2012-2013,1
1548,SSC2033,20071,NA,NA,2007-2008,1
2380,SSC2024,20092,SSC,International Law,2009-2010,2
2419,SCI2012,20134,SCI,Globalization & SD,2013-2014,4
246,SKI1004,20134,NA,Methods,2013-2014,4
1803,SSC3047,20152,SSC,Globalization & SD,2015-2016,2
903,SSC3032,20162,SSC,Int. Relations,2016-2017,2
2145,SSC1006,20125,SSC,Int. Relations,2012-2013,5
1643,COR1003,20114,NA,History,2011-2012,4
1744,SKI1008,20174,NA,Skills,2017-2018,4
1675,SSC2006,20084,SSC,Psychology,2008-2009,4
1663,SSC2039,20144,SSC,Philosophy,2014-2015,4
1516,SSC2064,20154,SSC,Governance,2015-2016,4
2366,SKI2030,20091,NA,NA,2009-2010,1
721,PRO1010,20176,NA,Skills,2017-2018,6
1757,HUM2025,20135,NA,NA,2013-2014,5
1716,COR1003,20161,NA,History,2016-2017,1
2528,SKI1008,20141,NA,Skills,2014-2015,1
151,SSC2041,20081,NA,NA,2008-2009,1
1603,PRO3008,20173,NA,Skills,2017-2018,3
13,PRO2004,20103,NA,Skills,2010-2011,3
352,EBC2030,20104,NA,NA,2010-2011,4
491,COR1004,20172,NA,Philosophy,2017-2018,2
2108,HUM2008,20175,HUM,Philosophy,2017-2018,5
1358,SCI2012,20114,SCI,Globalization & SD,2011-2012,4
451,COR1003,20164,NA,History,2016-2017,4
238,SAS1001,20121,SSC,NA,2012-2013,1
2011,SSC3010,20131,NA,NA,2013-2014,1
1427,SKI1008,20111,NA,Skills,2011-2012,1
1457,SKI1004,20124,NA,Methods,2012-2013,4
1567,BIO2002,20175,NA,NA,2017-2018,5
496,SSC2034,20135,SSC,International Law,2013-2014,5
1188,SKI1004,20094,NA,Methods,2009-2010,4
159,COR1004,20092,NA,Philosophy,2009-2010,2
1864,HUM3034,20104,HUM,History,2010-2011,4
1643,SSC3047,20112,SSC,Globalization & SD,2011-2012,2
871,SSC2058,20132,SSC,Sociology,2013-2014,2
1804,HUM2025,20095,NA,NA,2009-2010,5
303,SSC1006,20135,SSC,Int. Relations,2013-2014,5
131,SSC2046,20141,SSC,Globalization & SD,2014-2015,1
1218,PRO2003,20153,NA,Skills,2015-2016,3
1332,PRO2003,20071,NA,Skills,2007-2008,1
2333,SSC1006,20125,SSC,Int. Relations,2012-2013,5
1647,SSC3038,20104,SSC,Sociology,2010-2011,4
1958,HUM2031,20155,HUM,Cultural Studies,2015-2016,5
2426,SKI3051,20102,NA,Skills,2010-2011,2
2238,PRO1009,20071,NA,NA,2007-2008,1
68,SCI2012,20104,SCI,Globalization & SD,2010-2011,4
2292,SSC2027,20101,SSC,Sociology,2010-2011,1
1684,SSC2046,20101,SSC,Globalization & SD,2010-2011,1
1712,COR1003,20121,NA,History,2012-2013,1
2416,SCI1009,20141,SCI,Biomedical Sciences,2014-2015,1
22,ACU2007,20175,NA,NA,2017-2018,5
158,SSC3019,20161,SSC,Psychology,2016-2017,1
757,HUM2051,20104,HUM,Philosophy,2010-2011,4
2089,SAE0004,20094,NA,NA,2009-2010,4
377,SSC3012,20152,SSC,Int. Relations,2015-2016,2
1828,CAP3000,20144,NA,NA,2014-2015,4
1694,HUM3045,20161,HUM,Philosophy,2016-2017,1
1038,CAP3000,20134,NA,NA,2013-2014,4
1803,PRO2003,20153,NA,Skills,2015-2016,3
1121,SKI1004,20174,NA,Methods,2017-2018,4
2264,SSC1007,20092,SSC,International Law,2009-2010,2
1552,COR1002,20092,NA,Philosophy,2009-2010,2
785,SCI2012,20124,SCI,Globalization & SD,2012-2013,4
1737,SCI2012,20104,SCI,Globalization & SD,2010-2011,4
149,SSC3032,20162,SSC,Int. Relations,2016-2017,2
477,COR1004,20132,NA,Philosophy,2013-2014,2
450,PRO1010,20083,NA,Skills,2008-2009,3
2462,SKI2003,20131,NA,NA,2013-2014,1
1472,SSC1005,20111,SSC,Psychology,2011-2012,1
445,HUM2050,20165,HUM,History,2016-2017,5
501,SCI3006,20144,SCI,Mathematics,2014-2015,4
1189,SAS2002,20161,SSC,NA,2016-2017,1
574,COR1003,20154,NA,History,2015-2016,4
1761,SKI2007,20111,NA,Skills,2011-2012,1
516,CAP3000,20144,NA,NA,2014-2015,4
1737,SKI3051,20122,NA,Skills,2012-2013,2
1603,SSC1005,20151,SSC,Psychology,2015-2016,1
2205,SKI2005,20084,NA,Methods,2008-2009,4
762,SAH2001,20161,HUM,NA,2016-2017,1
2026,SSC1006,20145,SSC,Int. Relations,2014-2015,5
25,COR1005,20094,NA,Methods,2009-2010,4
2185,SKI1008,20141,NA,Skills,2014-2015,1
158,PRO1010,20146,NA,Skills,2014-2015,6
1959,SSC3040,20155,SSC,Sociology,2015-2016,5
2338,UCEXTE0893,20071,NA,NA,2007-2008,1
2211,SKI1008,20171,NA,Skills,2017-2018,1
1490,SSC2037,20144,SSC,Int. Relations,2014-2015,4
2285,SSC1005,20111,SSC,Psychology,2011-2012,1
1474,SKI2049,20161,NA,Skills,2016-2017,1
2421,SKI1005,20125,NA,Methods,2012-2013,5
1660,HUM2018,20152,HUM,Sociology,2015-2016,2
1373,SCI3046,20145,SCI,Psychology,2014-2015,5
357,SSC3052,20145,SSC,Int. Relations,2014-2015,5
1479,SCI2010,20164,SCI,Mathematics,2016-2017,4
403,HUM2020,20071,NA,NA,2007-2008,1
1558,SAE0004,20091,NA,NA,2009-2010,1
1867,COR1004,20162,NA,Philosophy,2016-2017,2
2527,SKI1004,20164,NA,Methods,2016-2017,4
648,SAE0005,20091,NA,NA,2009-2010,1
1506,SSC1006,20125,SSC,Int. Relations,2012-2013,5
316,SKI1008,20144,NA,Skills,2014-2015,4
2309,SAS2002,20134,SSC,NA,2013-2014,4
263,SSC3036,20071,SSC,Int. Relations,2007-2008,1
643,PRO3006,20071,NA,Skills,2007-2008,1
1000,SSC1025,20144,SSC,Governance,2014-2015,4
580,HUM2018,20082,HUM,Sociology,2008-2009,2
1416,SKI1005,20095,NA,Methods,2009-2010,5
362,SKI1004,20094,NA,Methods,2009-2010,4
471,PRO3008,20143,NA,Skills,2014-2015,3
2348,SKI2083,20145,NA,Skills,2014-2015,5
1690,COR1002,20105,NA,Philosophy,2010-2011,5
486,SKI1009,20105,NA,Skills,2010-2011,5
902,SKI1006,20081,NA,NA,2008-2009,1
1558,SSC1002,20071,NA,NA,2007-2008,1
820,SCI2021,20102,NA,NA,2010-2011,2
1323,SSC2048,20122,SSC,Economics,2012-2013,2
369,HUM3029,20164,HUM,Literature,2016-2017,4
476,SKI2033,20091,NA,NA,2009-2010,1
1604,SSC1006,20101,SSC,Int. Relations,2010-2011,1
1350,UCEXTE1313,20082,NA,NA,2008-2009,2
759,SSC2046,20171,SSC,Globalization & SD,2017-2018,1
614,SCI3001,20115,NA,NA,2011-2012,5
1075,SKI2064,20082,NA,NA,2008-2009,2
2150,PRO1011,20106,NA,NA,2010-2011,6
1955,SKI1008,20104,NA,Skills,2010-2011,4
1429,SCI1016,20172,SCI,Globalization & SD,2017-2018,2
584,SKI1006,20071,NA,NA,2007-2008,1
2105,SKI2085,20131,NA,Methods,2013-2014,1
1338,SSC2036,20172,SSC,Business,2017-2018,2
2069,PRO2003,20143,NA,Skills,2014-2015,3
1176,SSC2019,20152,SSC,Psychology,2015-2016,2
791,SSC2060,20135,SSC,International Law,2013-2014,5
1686,SCI1010,20171,SCI,Mathematics,2017-2018,1
1672,HUM2046,20151,HUM,Sociology,2015-2016,1
653,PRO2003,20126,NA,Skills,2012-2013,6
2296,HUM3034,20145,HUM,History,2014-2015,5
1119,SCI1003,20122,NA,NA,2012-2013,2
1990,SSC2040,20084,NA,NA,2008-2009,4
2108,HUM2014,20162,HUM,Philosophy,2016-2017,2
409,PRO2011,20173,NA,Skills,2017-2018,3
1028,COR1004,20105,NA,Philosophy,2010-2011,5
1959,SSC2046,20141,SSC,Globalization & SD,2014-2015,1
1091,SCI1016,20122,SCI,Globalization & SD,2012-2013,2
1094,SCI3003,20165,SCI,Mathematics,2016-2017,5
44,SCI2018,20101,SCI,Mathematics,2010-2011,1
518,COR1002,20095,NA,Philosophy,2009-2010,5
577,SSC1005,20151,SSC,Psychology,2015-2016,1
507,COR1003,20151,NA,History,2015-2016,1
329,SKI1008,20171,NA,Skills,2017-2018,1
991,KEN3120,20091,NA,NA,2009-2010,1
439,SKI1008,20091,NA,Skills,2009-2010,1
404,SSC3023,20124,SSC,Philosophy,2012-2013,4
1339,SSC2057,20124,NA,NA,2012-2013,4
1642,SKI1004,20104,NA,Methods,2010-2011,4
2512,SSC3036,20131,SSC,Int. Relations,2013-2014,1
802,SKI1009,20172,NA,Skills,2017-2018,2
1174,COR1002,20115,NA,Philosophy,2011-2012,5
1548,SCI2018,20081,SCI,Mathematics,2008-2009,1
1875,SSC2037,20114,SSC,Int. Relations,2011-2012,4
1911,EXT0001,20146,NA,NA,2014-2015,6
197,SKI1009,20122,NA,Skills,2012-2013,2
1625,SKI2008,20094,NA,NA,2009-2010,4
1562,SKI1008,20111,NA,Skills,2011-2012,1
78,PRO3009,20143,NA,Methods,2014-2015,3
74,SCI1016,20092,SCI,Globalization & SD,2009-2010,2
1045,PRO3009,20106,NA,Methods,2010-2011,6
1457,HUM2052,20135,HUM,Philosophy,2013-2014,5
1033,SAS2001,20151,SSC,NA,2015-2016,1
941,SKI2002,20082,NA,NA,2008-2009,2
1179,HUM1005,20081,NA,NA,2008-2009,1
2006,HUM3019,20084,HUM,History,2008-2009,4
1623,SCI3006,20154,SCI,Mathematics,2015-2016,4
2449,SKI1008,20141,NA,Skills,2014-2015,1
888,COR1002,20105,NA,Philosophy,2010-2011,5
525,SSC2046,20081,SSC,Globalization & SD,2008-2009,1
1427,SCI1016,20112,SCI,Globalization & SD,2011-2012,2
2363,SAE0001,20101,NA,NA,2010-2011,1
478,SSC3018,20155,SSC,Methods,2015-2016,5
576,SSC2061,20142,SSC,Methods,2014-2015,2
1507,SKI2084,20142,NA,Skills,2014-2015,2
1690,SKI1004,20084,NA,Methods,2008-2009,4
692,COR1004,20165,NA,Philosophy,2016-2017,5
1998,PRO3010,20103,NA,NA,2010-2011,3
1783,SSC3050,20172,SSC,Int. Relations,2017-2018,2
933,SSC3036,20161,SSC,Int. Relations,2016-2017,1
2343,UCEXTE1340,20082,NA,NA,2008-2009,2
750,SKI2083,20165,NA,Skills,2016-2017,5
1755,SCI1016,20092,SCI,Globalization & SD,2009-2010,2
2253,IER3002,20135,NA,NA,2013-2014,5
1165,COR1005,20071,NA,Methods,2007-2008,1
886,COR1005,20151,NA,Methods,2015-2016,1
158,SSC1005,20151,SSC,Psychology,2015-2016,1
1738,SKI2049,20091,NA,Skills,2009-2010,1
2389,HUM2013,20082,HUM,Cultural Studies,2008-2009,2
2511,COR1002,20175,NA,Philosophy,2017-2018,5
2407,COR1005,20114,NA,Methods,2011-2012,4
680,COR1002,20115,NA,Philosophy,2011-2012,5
1636,HUM2030,20145,HUM,Cultural Studies,2014-2015,5
476,HUM3040,20102,HUM,Sociology,2010-2011,2
2359,HUM2018,20082,HUM,Sociology,2008-2009,2
1455,SSC3052,20145,SSC,Int. Relations,2014-2015,5
1756,SAS3003,20161,SSC,NA,2016-2017,1
2533,SAE0002,20091,NA,NA,2009-2010,1
2478,CAP3000,20086,NA,NA,2008-2009,6
509,HUM3036,20071,HUM,Cultural Studies,2007-2008,1
96,SCI2012,20134,SCI,Globalization & SD,2013-2014,4
576,HUM2055,20142,HUM,History,2014-2015,2
220,SSC2037,20094,SSC,Int. Relations,2009-2010,4
258,SSC1006,20115,SSC,Int. Relations,2011-2012,5
2254,SKI1004,20071,NA,Methods,2007-2008,1
1923,PRO2004,20166,NA,Skills,2016-2017,6
380,SSC1006,20141,SSC,Int. Relations,2014-2015,1
1424,SSC2018,20174,SSC,Business,2017-2018,4
2157,SSC2026,20095,NA,NA,2009-2010,5
2391,PRO2003,20071,NA,Skills,2007-2008,1
1806,PRO1011,20116,NA,NA,2011-2012,6
1931,EXT0004,20136,NA,NA,2013-2014,6
2175,PRO1009,20086,NA,NA,2008-2009,6
55,SCI1009,20091,SCI,Biomedical Sciences,2009-2010,1
2442,SSC2004,20105,SSC,Psychology,2010-2011,5
1352,UCEXTE1252,20082,NA,NA,2008-2009,2
1347,SCI2019,20145,SCI,Mathematics,2014-2015,5
399,PRO1010,20093,NA,Skills,2009-2010,3
2106,PRO2003,20093,NA,Skills,2009-2010,3
204,COR1003,20081,NA,History,2008-2009,1
1220,SSC1005,20111,SSC,Psychology,2011-2012,1
2337,SCI2034,20152,SCI,Psychology,2015-2016,2
1364,SSC1027,20152,SSC,Economics,2015-2016,2
1035,SAS2002,20141,SSC,NA,2014-2015,1
1779,SCI1016,20092,SCI,Globalization & SD,2009-2010,2
1671,SKI2005,20164,NA,Methods,2016-2017,4
8,SSC2048,20162,SSC,Economics,2016-2017,2
536,SSC3040,20135,SSC,Sociology,2013-2014,5
501,PRO1010,20123,NA,Skills,2012-2013,3
942,SKI1008,20141,NA,Skills,2014-2015,1
530,SKI2027,20071,NA,NA,2007-2008,1
898,SSC2049,20102,NA,NA,2010-2011,2
1743,SAE0003,20091,NA,NA,2009-2010,1
2253,SAS2001,20121,SSC,NA,2012-2013,1
83,PRO1010,20071,NA,Skills,2007-2008,1
1986,SSC2060,20145,SSC,International Law,2014-2015,5
1901,UCEXTE0772,20071,NA,NA,2007-2008,1
1158,PRO1011,20136,NA,NA,2013-2014,6
2428,HUM2003,20111,HUM,Sociology,2011-2012,1
171,SKI1006,20071,NA,NA,2007-2008,1
1905,SCI2018,20121,SCI,Mathematics,2012-2013,1
562,PRO1009,20086,NA,NA,2008-2009,6
1651,COR1005,20171,NA,Methods,2017-2018,1
475,PRO1010,20133,NA,Skills,2013-2014,3
980,PRO1009,20086,NA,NA,2008-2009,6
2207,HUM1007,20132,HUM,Philosophy,2013-2014,2
1328,UCEXTE0799,20071,NA,NA,2007-2008,1
136,COR1004,20142,NA,Philosophy,2014-2015,2
602,SKI2049,20111,NA,Skills,2011-2012,1
330,SKI3002,20142,NA,Skills,2014-2015,2
188,SSC2050,20135,SSC,Psychology,2013-2014,5
1690,SSC1005,20092,SSC,Psychology,2009-2010,2
1994,SSC2061,20142,SSC,Methods,2014-2015,2
1990,SSC2026,20085,NA,NA,2008-2009,5
219,SKI2084,20142,NA,Skills,2014-2015,2
1397,SSC2061,20172,SSC,Methods,2017-2018,2
838,SKI1008,20171,NA,Skills,2017-2018,1
1355,SKI2086,20122,NA,Skills,2012-2013,2
1323,SKI1007,20085,NA,NA,2008-2009,5
1060,HUM3036,20101,HUM,Cultural Studies,2010-2011,1
232,SAE0003,20101,NA,NA,2010-2011,1
1475,SSC3051,20145,SSC,Int. Relations,2014-2015,5
698,SKI1005,20085,NA,Methods,2008-2009,5
1281,COR1005,20071,NA,Methods,2007-2008,1
2114,HUM2018,20142,HUM,Sociology,2014-2015,2
1874,SSC2024,20132,SSC,International Law,2013-2014,2
702,COR1003,20154,NA,History,2015-2016,4
354,COR1005,20131,NA,Methods,2013-2014,1
1570,SSC1001,20071,NA,NA,2007-2008,1
423,COR1005,20151,NA,Methods,2015-2016,1
2131,SSC2047,20091,NA,NA,2009-2010,1
2156,SAS1002,20151,SSC,NA,2015-2016,1
2281,PRO1009,20086,NA,NA,2008-2009,6
2444,COR1002,20135,NA,Philosophy,2013-2014,5
1807,SKI1004,20174,NA,Methods,2017-2018,4
938,SCI2010,20114,SCI,Mathematics,2011-2012,4
962,COR1002,20145,NA,Philosophy,2014-2015,5
1550,COR1004,20085,NA,Philosophy,2008-2009,5
1435,COR1005,20131,NA,Methods,2013-2014,1
119,SKI1005,20071,NA,Methods,2007-2008,1
991,SKI2005,20071,NA,Methods,2007-2008,1
985,EXT0002,20134,NA,NA,2013-2014,4
2175,SCI2011,20111,SCI,Computer Science,2011-2012,1
1782,SSC3051,20155,SSC,Int. Relations,2015-2016,5
532,HUM2043,20085,HUM,Cultural Studies,2008-2009,5
819,SKI1005,20105,NA,Methods,2010-2011,5
285,SKI1005,20071,NA,Methods,2007-2008,1
100,SKI2049,20101,NA,Skills,2010-2011,1
1611,SCI1010,20141,SCI,Mathematics,2014-2015,1
1964,SKI2049,20081,NA,Skills,2008-2009,1
530,PRO3006,20071,NA,Skills,2007-2008,1
2273,SKI2002,20082,NA,NA,2008-2009,2
1509,UCEXTE1203,20082,NA,NA,2008-2009,2
654,SKI1005,20085,NA,Methods,2008-2009,5
2476,SKI3052,20122,NA,Methods,2012-2013,2
585,SSC3032,20135,SSC,Int. Relations,2013-2014,5
1014,PRO2012,20166,NA,Skills,2016-2017,6
1359,PRO1010,20113,NA,Skills,2011-2012,3
377,PRO1011,20116,NA,NA,2011-2012,6
2505,PRO2012,20166,NA,Skills,2016-2017,6
1256,SKI2084,20115,NA,Skills,2011-2012,5
174,COR1005,20071,NA,Methods,2007-2008,1
2135,SSC3038,20154,SSC,Sociology,2015-2016,4
2487,HUM2052,20165,HUM,Philosophy,2016-2017,5
2266,PRO2004,20143,NA,Skills,2014-2015,3
716,SSC1005,20111,SSC,Psychology,2011-2012,1
1770,SSC2018,20094,SSC,Business,2009-2010,4
1188,SCI1016,20092,SCI,Globalization & SD,2009-2010,2
2331,SKI2007,20141,NA,Skills,2014-2015,1
1981,SKI2002,20085,NA,NA,2008-2009,5
2015,SKI2007,20104,NA,Skills,2010-2011,4
1721,SCI2017,20071,SCI,Biomedical Sciences,2007-2008,1
2036,SIK2000,20171,NA,NA,2017-2018,1
1851,PRO2004,20176,NA,Skills,2017-2018,6
234,PRO1011,20126,NA,NA,2012-2013,6
216,SKI2083,20105,NA,Skills,2010-2011,5
2164,SKI1005,20162,NA,Methods,2016-2017,2
1998,SAE0003,20091,NA,NA,2009-2010,1
89,PRO2004,20163,NA,Skills,2016-2017,3
1113,COR1005,20144,NA,Methods,2014-2015,4
2045,HUM3019,20071,HUM,History,2007-2008,1
1240,SSC3050,20122,SSC,Int. Relations,2012-2013,2
613,SKI1009,20162,NA,Skills,2016-2017,2
1278,SKI2049,20141,NA,Skills,2014-2015,1
2401,PRO2004,20136,NA,Skills,2013-2014,6
1732,SKI1004,20141,NA,Methods,2014-2015,1
2387,SSC2025,20081,SSC,Psychology,2008-2009,1
2533,PRO1009,20071,NA,NA,2007-2008,1
1998,SAE0004,20091,NA,NA,2009-2010,1
1595,SSC2050,20145,SSC,Psychology,2014-2015,5
357,SKI1008,20121,NA,Skills,2012-2013,1
2398,SKI2084,20162,NA,Skills,2016-2017,2
2512,EXT0001,20141,NA,NA,2014-2015,1
67,CAP3000,20131,NA,NA,2013-2014,1
1764,SSC2039,20104,SSC,Philosophy,2010-2011,4
410,SKI2049,20101,NA,Skills,2010-2011,1
386,CAP3000,20124,NA,NA,2012-2013,4
832,PRO2011,20153,NA,Skills,2015-2016,3
2400,SKI1005,20095,NA,Methods,2009-2010,5
2275,COR1004,20085,NA,Philosophy,2008-2009,5
661,HUM2043,20095,HUM,Cultural Studies,2009-2010,5
1673,SSC2039,20174,SSC,Philosophy,2017-2018,4
170,HUM2051,20104,HUM,Philosophy,2010-2011,4
1730,SKI1004,20164,NA,Methods,2016-2017,4
2281,SKI2049,20071,NA,Skills,2007-2008,1
2059,SSC1005,20174,SSC,Psychology,2017-2018,4
1525,SKI1008,20171,NA,Skills,2017-2018,1
60,SCI2002,20161,SCI,Mathematics,2016-2017,1
1533,SCI2008,20071,NA,NA,2007-2008,1
2331,SSC1005,20131,SSC,Psychology,2013-2014,1
1165,SKI1004,20071,NA,Methods,2007-2008,1
2131,SSC2037,20084,SSC,Int. Relations,2008-2009,4
773,SSC1005,20121,SSC,Psychology,2012-2013,1
1505,COR1002,20071,NA,Philosophy,2007-2008,1
455,SSC1009,20171,SSC,Governance,2017-2018,1
611,SSC3023,20094,SSC,Philosophy,2009-2010,4
744,SKI1004,20154,NA,Methods,2015-2016,4
1068,PRO1010,20071,NA,Skills,2007-2008,1
1624,SKI1009,20122,NA,Skills,2012-2013,2
1153,HUM2044,20124,HUM,Philosophy,2012-2013,4
1159,SKI1005,20172,NA,Methods,2017-2018,2
727,UCEXTE1077,20071,NA,NA,2007-2008,1
778,EBC2050,20124,NA,NA,2012-2013,4
2188,HUM1003,20134,HUM,Cultural Studies,2013-2014,4
1829,HUM2044,20145,HUM,Philosophy,2014-2015,5
954,COR1002,20165,NA,Philosophy,2016-2017,5
1667,SKI1009,20165,NA,Skills,2016-2017,5
796,SKI1004,20084,NA,Methods,2008-2009,4
629,SSC3040,20175,SSC,Sociology,2017-2018,5
651,PRO2004,20143,NA,Skills,2014-2015,3
2233,SKI2000,20131,NA,Skills,2013-2014,1
1866,SKI2003,20124,NA,NA,2012-2013,4
905,SKI2007,20161,NA,Skills,2016-2017,1
513,PRO1012,20176,NA,Methods,2017-2018,6
1387,SSC2036,20082,SSC,Business,2008-2009,2
935,SCI3047,20134,NA,NA,2013-2014,4
1182,SSC2046,20121,SSC,Globalization & SD,2012-2013,1
2385,SSC1005,20111,SSC,Psychology,2011-2012,1
1224,PRA2009,20165,NA,NA,2016-2017,5
1522,SSC2053,20145,SSC,Governance,2014-2015,5
1808,COR1004,20085,NA,Philosophy,2008-2009,5
1472,SSC3032,20132,SSC,Int. Relations,2013-2014,2
708,SKI1006,20071,NA,NA,2007-2008,1
33,SKI1007,20082,NA,NA,2008-2009,2
1464,HUM1011,20071,HUM,Cultural Studies,2007-2008,1
1982,SSC3053,20165,SSC,Business,2016-2017,5
219,HUM2047,20114,HUM,Literature,2011-2012,4
205,SKI1005,20085,NA,Methods,2008-2009,5
119,SKI1007,20071,NA,NA,2007-2008,1
1831,SSC1007,20102,SSC,International Law,2010-2011,2
635,HUM1011,20101,HUM,Cultural Studies,2010-2011,1
220,SKI2030,20094,NA,NA,2009-2010,4
570,HUM3045,20151,HUM,Philosophy,2015-2016,1
508,SKI1008,20121,NA,Skills,2012-2013,1
1124,COR1003,20071,NA,History,2007-2008,1
890,SSC2019,20101,SSC,Psychology,2010-2011,1
2074,SKI1008,20101,NA,Skills,2010-2011,1
2483,PRO2004,20146,NA,Skills,2014-2015,6
1992,SSC3002,20135,SSC,Int. Relations,2013-2014,5
1039,SKI1008,20101,NA,Skills,2010-2011,1
203,PRO2012,20176,NA,Skills,2017-2018,6
245,SSC2046,20101,SSC,Globalization & SD,2010-2011,1
2363,SSC2041,20091,NA,NA,2009-2010,1
2212,COR1004,20071,NA,Philosophy,2007-2008,1
663,COR1003,20171,NA,History,2017-2018,1
1164,PRO1011,20116,NA,NA,2011-2012,6
906,PRO3008,20166,NA,Skills,2016-2017,6
354,PRO1011,20136,NA,NA,2013-2014,6
291,PRO3006,20071,NA,Skills,2007-2008,1
1845,HUM2014,20071,HUM,Philosophy,2007-2008,1
2113,SSC2019,20172,SSC,Psychology,2017-2018,2
730,UCLCLC226,20071,NA,NA,2007-2008,1
2309,COR1002,20145,NA,Philosophy,2014-2015,5
1543,HUM2022,20102,HUM,Cultural Studies,2010-2011,2
200,PRO1010,20173,NA,Skills,2017-2018,3
731,SSC3036,20161,SSC,Int. Relations,2016-2017,1
1290,SSC2046,20131,SSC,Globalization & SD,2013-2014,1
2160,EBC2050,20104,NA,NA,2010-2011,4
1403,SAE0003,20091,NA,NA,2009-2010,1
2079,PRO1010,20071,NA,Skills,2007-2008,1
1917,EXT0001,20172,NA,NA,2017-2018,2
435,HUM3045,20161,HUM,Philosophy,2016-2017,1
778,CAP3000,20124,NA,NA,2012-2013,4
1387,UCLCLC226,20081,NA,NA,2008-2009,1
2377,SSC2022,20165,SSC,Business,2016-2017,5
1576,SAS2003,20151,SSC,NA,2015-2016,1
977,UGR3003,20171,NA,Skills,2017-2018,1
1560,HUM1010,20112,HUM,International Law,2011-2012,2
84,UCLCLC226,20081,NA,NA,2008-2009,1
11,HUM2005,20111,HUM,History,2011-2012,1
2086,SCI2012,20144,SCI,Globalization & SD,2014-2015,4
1022,LAN2000,20174,NA,NA,2017-2018,4
2519,SCI1016,20152,SCI,Globalization & SD,2015-2016,2
262,PRO3006,20071,NA,Skills,2007-2008,1
932,SAH2001,20171,HUM,NA,2017-2018,1
2542,SKI1004,20094,NA,Methods,2009-2010,4
1197,SSC2046,20091,SSC,Globalization & SD,2009-2010,1
1368,SSC2054,20115,NA,NA,2011-2012,5
1261,SKI3002,20102,NA,Skills,2010-2011,2
1528,SSC3050,20172,SSC,Int. Relations,2017-2018,2
498,SKI1009,20165,NA,Skills,2016-2017,5
1839,SSC1006,20171,SSC,Int. Relations,2017-2018,1
336,SKI1007,20071,NA,NA,2007-2008,1
2230,PRO1009,20086,NA,NA,2008-2009,6
160,SSC3018,20175,SSC,Methods,2017-2018,5
2453,SKI1009,20112,NA,Skills,2011-2012,2
1990,SSC1026,20084,NA,NA,2008-2009,4
1137,SKI1004,20154,NA,Methods,2015-2016,4
1718,HUM3040,20122,HUM,Sociology,2012-2013,2
1035,PRO1010,20123,NA,Skills,2012-2013,3
790,SSC2053,20145,SSC,Governance,2014-2015,5
2037,SSC2060,20145,SSC,International Law,2014-2015,5
453,SKI2030,20094,NA,NA,2009-2010,4
173,COR1002,20175,NA,Philosophy,2017-2018,5
1291,SKI1009,20152,NA,Skills,2015-2016,2
2473,SKI3050,20121,NA,Skills,2012-2013,1
2184,SAS3001,20111,SSC,NA,2011-2012,1
1555,HUM2043,20135,HUM,Cultural Studies,2013-2014,5
2127,HUM2018,20162,HUM,Sociology,2016-2017,2
1407,SKI1008,20121,NA,Skills,2012-2013,1
480,SSC3052,20165,SSC,Int. Relations,2016-2017,5
602,SSC3032,20135,SSC,Int. Relations,2013-2014,5
960,SCI1010,20171,SCI,Mathematics,2017-2018,1
1485,SKI1008,20171,NA,Skills,2017-2018,1
1985,SSC3015,20095,NA,NA,2009-2010,5
181,SKI1005,20135,NA,Methods,2013-2014,5
326,SSC2039,20094,SSC,Philosophy,2009-2010,4
1600,SSC3036,20121,SSC,Int. Relations,2012-2013,1
1910,SSC3016,20165,SSC,Globalization & SD,2016-2017,5
919,SSC2050,20125,SSC,Psychology,2012-2013,5
2510,EXT0003,20092,NA,NA,2009-2010,2
1266,PRO2004,20113,NA,Skills,2011-2012,3
210,SSC2019,20142,SSC,Psychology,2014-2015,2
1748,SSC3047,20132,SSC,Globalization & SD,2013-2014,2
